user_id,all_sum,all_mean,all_std,all_count,all_max,all_min,last3m_sum,last3m_mean,last3m_std,last3m_count,last3m_max,last3m_min,last1m_sum,last1m_mean,last1m_std,last1m_count,last1m_max,last1m_min,active_days,avg_gap_days,max_gap_days,days_since_last,income_share,income_days,outcome_days,has_gap_30d,weekend_ratio,activity_trend_sep_nov,churn
297,18077.5,93.66580310880829,6715.159648230287,193,65758.0,-23503.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84,0.8183170572916666,12.866342592592593,174,0.06735751295336788,11.0,79.0,0,0.33678756476683935,0.0,0
311,1410.9999999999995,58.79166666666665,1725.7809047593162,24,3639.6,-2606.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,6.754180756843801,32.02421296296296,175,0.3333333333333333,8.0,12.0,1,0.2916666666666667,0.0,0
317,-3856.199999999997,-226.8352941176469,15126.738554953823,17,21600.0,-23100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,3.4461653645833334,12.023368055555556,175,0.5882352941176471,8.0,6.0,0,0.29411764705882354,0.0,0
367,-3636.7999999999993,-134.69629629629628,4350.185334113892,27,8928.1,-7800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,5.865256410256411,33.61410879629629,174,0.25925925925925924,7.0,7.0,1,0.3333333333333333,0.0,0
378,9983.700000000003,121.75243902439027,13847.608850701663,82,82900.0,-34600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30,1.9506953017832647,28.038090277777776,176,0.024390243902439025,2.0,29.0,0,0.1951219512195122,0.0,0
393,487373.7,5802.067857142857,62002.31540856109,84,457200.0,-84600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54,1.8157903837572513,18.373333333333335,183,0.14285714285714285,12.0,45.0,0,0.21428571428571427,0.0,0
412,4053.3999999999996,213.33684210526314,2687.7807758674826,19,4200.0,-5800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,8.443296039094651,25.96318287037037,179,0.47368421052631576,8.0,8.0,0,0.3684210526315789,0.0,0
449,32074.899999999998,53.19220563847429,11850.086640011114,603,93100.0,-57706.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138,0.26510184031622985,5.25337962962963,174,0.06301824212271974,37.0,134.0,0,0.19900497512437812,0.0,0
461,-7.300000000000182,-0.2433333333333394,5536.190748886591,30,11609.0,-9017.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,3.740717991698595,28.643993055555555,212,0.3,8.0,13.0,0,0.16666666666666666,0.0,1
463,79619.2,4976.2,5028.146214792618,16,13797.0,1200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,10.138499228395062,30.89679398148148,177,1.0,13.0,0.0,0,0.4375,0.0,0
487,-315.4,-10.174193548387096,597.2292329124232,31,1459.0,-1600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,2.454994026284349,21.798055555555557,179,0.375,8.0,14.0,0,0.25,0.0,0
498,-4037.699999999997,-49.24024390243899,3158.255063971428,82,10177.6,-9309.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42,1.8516704317269077,13.76244212962963,179,0.14285714285714285,12.0,36.0,0,0.15476190476190477,0.0,1
530,-2647.9000000000015,-41.37343750000002,3575.371800945675,64,7112.7,-15078.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27,1.8682528490028492,15.098854166666667,183,0.25757575757575757,7.0,19.0,0,0.22727272727272727,0.0,0
531,7554.100000000006,116.21692307692317,15015.997997880973,65,80000.0,-72200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34,0.8996203352974187,4.627037037037037,187,0.11940298507462686,7.0,32.0,0,0.29850746268656714,0.0,1
557,-2241.9999999999995,-44.83999999999999,1186.7876028530607,50,5079.0,-5133.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29,2.835229119425548,54.78666666666667,183,0.12,5.0,26.0,1,0.4,0.0,0
601,-5896.299999999999,-190.2032258064516,2748.284568657798,31,6388.0,-7258.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23,4.6173726851851855,19.69175925925926,186,0.21212121212121213,7.0,15.0,0,0.18181818181818182,0.0,1
607,17058.4,516.9212121212122,8364.96756821857,33,19097.0,-32281.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24,4.331792534722222,26.713090277777777,181,0.8181818181818182,22.0,5.0,0,0.24242424242424243,0.0,0
621,2892.300000000003,80.34166666666675,9749.502552097576,36,19164.9,-17326.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,4.309138227513228,21.663252314814816,179,0.3888888888888889,13.0,15.0,0,0.3611111111111111,0.0,0
647,16888.7,888.8789473684211,5850.354083451222,19,11484.1,-8400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,6.407188786008231,21.314641203703705,176,0.631578947368421,9.0,7.0,0,0.15789473684210525,0.0,0
665,3702.7999999999993,142.4153846153846,10185.891997019891,26,19747.1,-15616.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,6.113777777777777,17.537777777777777,181,0.4230769230769231,10.0,14.0,0,0.5,0.0,0
693,36810.6,1115.4727272727273,5476.101383641509,33,12247.9,-17003.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23,4.809993127893518,20.150023148148147,176,0.36363636363636365,12.0,14.0,0,0.18181818181818182,0.0,1
708,2144.3999999999996,119.13333333333331,2307.3961624715066,18,5400.0,-4700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,8.62115740740741,29.775497685185186,186,0.3333333333333333,6.0,12.0,0,0.5,0.0,1
721,13762.299999999996,491.51071428571413,12987.751023670105,28,32000.0,-21800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,5.608734139231824,18.83915509259259,178,0.4642857142857143,13.0,14.0,0,0.35714285714285715,0.0,0
773,1835.1000000000004,96.58421052631581,3807.9323256800485,19,13000.0,-5782.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,8.234095293209876,35.557685185185186,175,0.47368421052631576,9.0,8.0,1,0.5263157894736842,0.0,0
781,-13476.699999999997,-434.73225806451603,28901.92212816057,31,56700.0,-81819.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27,5.286565972222222,16.770428240740742,175,0.5161290322580645,16.0,15.0,0,0.12903225806451613,0.0,0
796,-18811.399999999998,-408.94347826086954,14679.031388990097,46,23600.0,-39200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30,3.165624758873457,13.561828703703704,181,0.4897959183673469,16.0,17.0,0,0.42857142857142855,0.0,0
815,-5059.000000000001,-38.915384615384625,1586.0376090373327,130,5800.0,-8187.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66,1.1774943454905287,18.402037037037037,174,0.4393939393939394,47.0,48.0,0,0.2196969696969697,0.0,0
864,151136.5,2361.5078125,12040.403168331603,64,34100.0,-37900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,2.5129418356848916,14.441018518518518,174,0.546875,26.0,13.0,0,0.21875,0.0,0
899,-422.1999999999998,-24.83529411764705,1212.1480339366437,17,1267.0,-2289.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,7.666012008101852,34.42880787037037,194,0.5882352941176471,7.0,7.0,1,0.0,0.0,0
945,-3889.7000000000007,-324.1416666666667,19703.779434526507,12,23284.0,-21643.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10.109039351851852,30.686875,206,0.5,6.0,6.0,0,0.25,0.0,0
951,-4452.0999999999985,-178.08399999999995,6643.3445553726915,25,13620.1,-7236.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,5.0325641396604945,35.426203703703706,205,0.2,5.0,7.0,1,0.16,0.0,0
989,7009.300000000003,1401.8600000000006,54849.49443201824,5,96590.3,-33200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,4.658043981481482,17.708969907407408,180,0.2,1.0,2.0,0,0.0,0.0,0
1000,2032.800000000001,96.80000000000005,5509.523015742833,21,8900.0,-7863.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,6.271384259259259,25.775219907407408,202,0.5238095238095238,11.0,9.0,0,0.47619047619047616,0.0,1
1026,26564.199999999983,1897.442857142856,79468.96948380557,14,104609.4,-105100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,9.850000890313389,29.437974537037036,198,0.35714285714285715,5.0,9.0,0,0.35714285714285715,0.0,1
1039,1788.8,74.53333333333333,8235.34222428033,24,16700.0,-13902.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23,6.477635869565217,27.465358796296297,184,0.4583333333333333,11.0,12.0,0,0.375,0.0,0
1064,-293943.0,-4026.6164383561645,66828.02115375666,73,329600.0,-340400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39,2.081032561728395,16.67505787037037,177,0.5131578947368421,28.0,22.0,0,0.25,0.0,0
1071,1686.3000000000009,22.78783783783785,1136.6144945856136,74,4270.0,-2300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51,1.9672477164664663,9.394479166666667,188,0.28,21.0,40.0,0,0.44,0.0,0
1074,3780.2999999999997,102.17027027027027,929.0714769969904,37,2983.0,-900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27,3.8278303303303303,30.334398148148146,183,0.18421052631578946,7.0,20.0,0,0.2631578947368421,0.0,1
1081,100.0,50.0,12515.79002700189,2,8900.0,-8800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.17868055555555556,0.17868055555555556,176,0.5,1.0,1.0,0,0.0,0.0,0
1165,-2020.300000000003,-505.0750000000007,29552.930306302398,4,35400.0,-36400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1.0453124999999999,2.862974537037037,183,0.5,2.0,2.0,0,0.0,0.0,0
1168,29616.5,1645.361111111111,61567.32686083097,18,173500.0,-164000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,7.140533050411523,31.147685185185185,182,0.42105263157894735,8.0,8.0,1,0.3684210526315789,0.0,1
1180,32909.0,1495.8636363636363,19870.92323573617,22,51397.0,-27423.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,6.6971547906602265,17.54511574074074,176,0.5416666666666666,13.0,6.0,0,0.08333333333333333,0.0,0
1196,13146.6,33.11486146095718,4723.963251547959,397,40300.0,-27100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122,0.4029482323232323,5.910127314814815,175,0.20654911838790932,60.0,118.0,0,0.3249370277078086,0.0,1
1206,70246.00000000001,253.59566787003615,12114.745891781839,277,117849.0,-7302.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84,0.5691960212023618,5.745439814814815,176,0.032490974729241874,9.0,81.0,0,0.17328519855595667,0.0,0
1233,-11630.900000000001,-465.23600000000005,11069.93422266215,25,24064.0,-29717.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,5.8612659143518515,33.02625,175,0.24,5.0,17.0,1,0.2,0.0,1
1238,46261.899999999994,1542.063333333333,18326.65443685561,30,46380.3,-30200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26,5.260776261174969,18.36982638888889,179,0.6,17.0,9.0,0,0.2,0.0,0
1258,-176.79999999999927,-12.628571428571377,16923.554003651407,14,21600.0,-25800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,9.465052528490029,17.185104166666665,185,0.6428571428571429,9.0,5.0,0,0.5,0.0,0
1260,7382.499999999999,71.67475728155338,5748.068826540847,103,16680.0,-24700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57,1.5410035403050109,14.252152777777777,176,0.10679611650485436,7.0,52.0,0,0.3592233009708738,0.0,0
1267,-20331.699999999997,-2033.1699999999996,48137.927915984874,10,56348.3,-59152.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,13.4964737654321,31.430590277777778,186,0.5,5.0,5.0,1,0.3,0.0,0
1270,-91.9999999999999,-2.243902439024388,344.79730788448785,41,806.0,-771.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27,3.593234664351852,27.209849537037037,187,0.2926829268292683,12.0,21.0,0,0.34146341463414637,0.0,1
1275,-18548.800000000003,-104.20674157303372,35458.309066973205,178,212842.1,-143677.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87,0.9050710138104205,9.284502314814814,174,0.17415730337078653,27.0,71.0,0,0.29213483146067415,0.0,0
1292,-3213.8999999999996,-146.08636363636361,2427.187591450424,22,3900.0,-4184.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,7.226996527777778,28.96935185185185,175,0.2608695652173913,6.0,13.0,0,0.2608695652173913,0.0,1
1317,3745.3,197.12105263157895,9113.008836796558,19,11639.9,-16897.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,8.689823816872428,26.871168981481482,177,0.7368421052631579,12.0,5.0,0,0.15789473684210525,0.0,0
1334,2241.9,124.55000000000001,1881.687902249092,18,7500.0,-1121.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,8.253723447712419,80.51465277777778,192,0.2222222222222222,4.0,5.0,1,0.16666666666666666,0.0,0
1399,-6374.4,-335.4947368421052,10778.864246780655,19,15800.0,-19000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,8.149226364522418,30.523576388888888,176,0.65,12.0,6.0,0,0.05,0.0,0
1410,99902.30000000002,1189.3130952380955,102623.98390652264,84,535030.4,-145662.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24,1.6883965026773762,29.207916666666666,187,0.19047619047619047,15.0,19.0,0,0.2857142857142857,0.0,1
1468,19163.599999999977,155.80162601625997,73210.81708642826,123,221600.0,-118400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73,1.2702507716049385,11.179270833333334,178,0.31451612903225806,36.0,60.0,0,0.0967741935483871,0.0,0
1488,2661.9000000000015,64.92439024390248,9920.990035091772,41,22507.6,-23903.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27,3.6842864583333332,31.36365740740741,187,0.1951219512195122,8.0,23.0,1,0.4878048780487805,0.0,0
1493,-1966.3000000000002,-57.832352941176474,5504.810432963242,34,14229.0,-7900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,3.7579864618406282,33.311967592592595,204,0.2647058823529412,6.0,5.0,1,0.38235294117647056,0.0,0
1506,13737.699999999997,808.0999999999998,37561.79189998129,17,76200.0,-69150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,7.647566550925926,17.81480324074074,183,0.47058823529411764,8.0,9.0,0,0.058823529411764705,0.0,0
1512,51.9999999999993,1.15555555555554,3249.2779364705543,45,11431.0,-13600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27,3.3894064512882447,29.25164351851852,174,0.3617021276595745,15.0,19.0,0,0.5319148936170213,0.0,0
1515,1344.1999999999998,22.03606557377049,255.29491053341093,61,1131.3,-400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,0.8917638129933212,9.89,176,0.2903225806451613,12.0,23.0,0,0.4032258064516129,0.0,1
1521,-57633.900000000016,-1557.6729729729734,35253.309255244625,37,142870.9,-147105.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,3.2509336419753088,13.15207175925926,216,0.21621621621621623,8.0,19.0,0,0.2702702702702703,0.0,1
1565,455.4000000000001,25.300000000000004,560.9438977924515,18,900.0,-800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,8.34915577342048,32.69278935185185,189,0.5555555555555556,9.0,8.0,1,0.3333333333333333,0.0,1
1615,4075.0,97.02380952380952,1218.531510808774,42,4100.0,-1741.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32,3.784913335591689,29.032233796296296,179,0.42857142857142855,18.0,17.0,0,0.21428571428571427,0.0,1
1621,3517.7999999999993,30.32586206896551,614.083754536958,116,5285.4,-1298.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44,1.2406560620449512,30.200046296296296,174,0.1864406779661017,19.0,36.0,0,0.3983050847457627,0.0,0
1641,73492.9,1469.858,13727.36146762712,50,32755.2,-35600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33,3.1286295351473923,17.0940625,174,0.3,12.0,22.0,0,0.1,0.0,0
1650,6205.2,167.7081081081081,1710.3108629684803,37,4666.0,-1794.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,4.249945883383384,21.591157407407408,177,0.23684210526315788,9.0,13.0,0,0.3157894736842105,0.0,1
1652,-3157.5000000000005,-75.17857142857144,2399.781221586842,42,7747.4,-9378.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,3.7878940831074974,18.14204861111111,176,0.42857142857142855,12.0,17.0,0,0.14285714285714285,0.0,0
1685,-71694.2,-682.8019047619048,2333.412350836174,105,8900.0,-10700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62,1.4882021233974358,21.77834490740741,174,0.17142857142857143,16.0,56.0,0,0.2857142857142857,0.0,0
1694,35608.4,1548.1913043478262,112644.44146405139,23,431562.2,-293700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,6.916265782828282,30.589027777777776,181,0.13043478260869565,3.0,13.0,0,0.391304347826087,0.0,0
1704,13821.699999999999,19.412499999999998,3006.396594861695,712,29665.1,-13200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143,0.22465904503307807,4.511284722222222,174,0.09129213483146068,52.0,139.0,0,0.29775280898876405,0.0,1
1739,9888.100000000002,898.918181818182,14165.18641619786,11,24400.0,-17387.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,3.8004178240740742,15.863067129629629,207,0.45454545454545453,5.0,4.0,0,0.0,0.0,1
1854,-5600.400000000014,-430.8000000000011,39205.11349058946,13,95171.2,-95322.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,11.592023533950616,29.542997685185185,187,0.46153846153846156,6.0,7.0,0,0.38461538461538464,0.0,1
1855,436546.1,12126.280555555555,392225.03231922496,36,1849100.0,-1403200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28,4.20657208994709,23.506875,187,0.4722222222222222,17.0,15.0,0,0.25,0.0,0
1858,35427.2,385.0782608695652,1898.1148467335554,92,5893.9,-11971.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59,1.7264733414733415,13.91056712962963,176,0.5978260869565217,38.0,31.0,0,0.40217391304347827,0.0,0
1908,5615.8,151.7783783783784,9720.444192043418,37,26200.0,-18100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24,4.249028099279836,22.169965277777777,175,0.2972972972972973,11.0,19.0,0,0.1891891891891892,0.0,0
1910,31023.800000000003,256.39504132231406,3298.1165602722226,121,17900.0,-6233.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72,1.3086499807098766,8.328217592592592,176,0.09917355371900827,12.0,66.0,0,0.4049586776859504,0.0,1
1958,-29787.5,-726.5243902439024,852.696022267164,41,-46.2,-3559.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23,2.297822048611111,29.197118055555556,175,0.0,0.0,23.0,0,0.4878048780487805,0.0,1
1960,-339.19999999999845,-2.4402877697841614,1797.0876170731347,139,18494.0,-4100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72,0.959645481078905,8.961921296296296,178,0.07913669064748201,9.0,68.0,0,0.2805755395683453,0.0,1
1986,-25359.10000000001,-1102.5695652173918,22462.12336630539,23,70548.9,-46571.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,4.658398919753086,31.23550925925926,221,0.4,9.0,11.0,1,0.4,0.0,1
2001,20797.5,305.84558823529414,5852.328063600851,68,10427.0,-17732.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45,2.267041182974019,15.18056712962963,182,0.2647058823529412,14.0,33.0,0,0.20588235294117646,0.0,1
2009,-1853.199999999997,-71.27692307692297,14138.53109627185,26,22145.4,-21703.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,6.312174074074074,21.723854166666666,174,0.5384615384615384,14.0,12.0,0,0.19230769230769232,0.0,0
2028,814.5000000000011,8.758064516129044,1462.1431839213003,93,6700.0,-8500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41,1.7185253119967796,40.8096875,174,0.27956989247311825,23.0,36.0,1,0.34408602150537637,0.0,0
2034,-2612.5000000000014,-24.189814814814827,1400.7961865490756,108,5900.0,-8647.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43,0.8373655049725651,27.628981481481482,244,0.27522935779816515,13.0,38.0,0,0.1834862385321101,0.0,1
2036,107.19999999999986,2.2808510638297843,1539.757418731402,47,5200.0,-4254.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0.20024330716586153,1.3683680555555555,325,0.3617021276595745,10.0,10.0,0,0.23404255319148937,0.0,1
2059,2486.2000000000003,12.187254901960786,1141.402373469534,204,9000.0,-1013.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110,0.7393067528735633,17.710532407407406,181,0.058823529411764705,11.0,107.0,0,0.3284313725490196,0.0,1
